"id","length_B"
"36004",38557.6123160352
"39148",4577653.17476091
"33057",82283.4894144048
"33051",116205.170286749
"36003",36729.6032209303
"47018",113565.07795797
"41013",22347.6534738561
"45818",18190.0365524714
"33061",3979.20487691504
"43021",606331.433428491
"43007",679574.166934565
"39130",3217830.59769784
"28028",331024.75389801
"39051",69459.9246513954
"28053",233350.207018255
"28056",85543.1135573441
"31021",191968.04533334
"31022",16498.0703634622
"30002",220798.478131449
"31016",21228.1992359774
"28109",3981.15598233452
"34018",87952.6244229399
"45006",49074.620778916
"32001",1379622.4357248
"54034",71884.4506979495
"40033",1887.1357318055
"51003",44955.4823689721
"47007",103433.61797415
"40007",320598.61915477
"40009",157521.387964916
"60001",2195439.32859632
"54063",53391.3811213432
"64011",17564.8806553527
"102001",46174.9751149824
"48006",46887.7781641544
"53002",157388.649252393
"66011",1241636.32098485
"54049",285160.747251042
"68010",14092.0499934216
"76008",712252.751603225
"65007",249422.995057606
"236051",0
"81002",773235.466636086
"63004",80594.1768509032
"54085",24888.0806845238
"78006",501361.285178944
"84029",30316.8230017412
"201010",0
"73003",218933.028357135
"52020",37096.7995488056
"73015",40363.2915987416
"74008",154932.299328743
"205010",0
"54087",1404.07162136209
"68021",18437.7206864712
"83013",410366.667295716
"54096",34240.5931316607
"85001",2318109.34474815
"85003",304584.515676994
"85004",203656.791815408
"86002",582944.803790921
"203038",0
"19009",18955.2170833626
"23008",954990.142373491
"21030",117421.186227461
"27049",363383.390884762
"25018",871102.620894246
"24004",165359.470933336
"26001",21427.3173807409
"26003",19648.4731448914
"27023",137976.220039125
"27001",993382.674500054
"27067",59009.1090352196
"28086",86718.6398988483
"28087",65108.8425141813
"27064",98512.1371123985
"27065",138499.838807838
"27044",70693.3268485135
"27054",98984.7257666162
"28044",6564.84300984488
"28041",92947.4291461771
"28036",26770.4354070155
"28012",1129872.40295158
"41027",30271.4629459821
"39040",110928.737509959
"67033",3242261.85329741
"40022",63051.4322878759
"39053",105534.875093855
"39125",10015.1498282621
"40023",73863.7070322116
"39099",4540.31433219538
"71010",216147.498962075
"38023",1026358.72607664
"42019",23722.4120922728
"38020",60922.992366312
"37002",617391.932695532
"37004",335070.577946943
"34012",8509.32603822332
"39049",18924.0614842586
"47023",94728.0948163284
"39031",4084.28150317396
"46007",73729.7296913481
"37019",36252.8230441793
"37038",105449.613044093
"46014",405630.136966558
"42025",13155.7200489646
"33005",302470.147442477
"33019",418728.728127987
"39022",128813.864052146
"39023",3285.49424115261
"65008",36120.9877880365
"76003",787423.503371002
"37033",3468.17429659474
"38012",8502.10065282321
"45005",360746.586146633
"84022",209805.859215867
"53025",104871.502556268
"69001",1243899.87295011
"48801",34457.0775763843
"57014",197335.081723315
"58007",129737.039746178
"71004",562192.780008175
"73012",535032.695130126
"84024",51818.6595874803
"55032",314335.015572214
"60008",140482.75005247
"50009",38529.6817087076
"54002",1855756.02863106
"60005",134723.340466538
"51001",98602.8546447417
"52010",159038.304768459
"49002",39714.9047520454
"55006",314335.015572214
"67010",55914.0884690828
"66002",392078.193457372
"55027",7480.73780018092
"55028",69385.7107111176
"56015",200166.700618283
"54010",290408.830327187
"84027",134451.374649043
"67005",168344.768882006
"3002",480410.959176713
"3004",445753.13855356
"8016",76387.240359783
"12007",482652.549932055
"4001",1857495.30676547
"13010",67104.2250893222
"8002",1795679.85549241
"8004",905539.392478417
"8007",775836.082455548
"8009",442992.218216247
"14005",63007.2277791316
"12006",245495.814650105
"13008",885384.808874924
"13003",878637.640882487
"9007",147020.407602748
"15006",8735620.46822779
"10003",789610.329279029
"12005",154617.782002712
"15032",47515.7502798628
"15039",322229.354456128
"15004",47549.7667048589
"17003",127975.473860375
"15011",861637.526146265
"15014",219486.209027337
"15015",174934.52980667
"15024",811801.515868063
"15029",62354.3705707714
"17012",58319.0082304289
"21012",659313.793301673
"18003",1560240.42342553
"18023",6889.78427291494
"23004",2035073.42786768
"20003",165553.138645423
"20006",75730.7277398382
"44008",513.432552988594
"44009",2163.77975631373
"46005",45115.0274689516
"41004",538323.799609914
"41005",256170.661881209
"47002",398638.724754093
"47005",221735.974043335
"33027",150174.335767711
"37028",8608.55956541261
"37029",5032.74767657856
"33070",78001.5752894203
"35013",149683.897071698
"44002",66072.3812971512
"36009",26123.3529145658
"44012",6551.55272107704
"41019",233924.168925465
"43001",529468.311379435
"39141",556136.402134009
"43006",91190.6724833876
"43009",535228.783121853
"43011",9398.43202270797
"39072",4727686.28941789
"56002",372053.058560592
"56005",193743.397424773
"28018",1149151.53771372
"28025",169795.098316586
"28026",348607.972525021
"28045",103387.445168386
"34019",324677.292096513
"27080",1055958.57342562
"28060",36364.1571162399
"31023",6517.1497645992
"30001",278247.065408152
"29003",31642.9984946064
"30014",25788.9496856801
"46002",686760.571050253
"43029",9557.93199691441
"31007",346221.113868369
"31008",144100.872756833
"32006",171795.407919016
"32007",193597.706176989
"48001",61875.5593341205
"69025",799393.30902439
"54041",168428.024652858
"39122",140320.36063143
"39101",4079.62847985425
"39075",17339.1010738781
"39102",5792.91433233382
"33055",87210.7713988602
"39037",29020.6054094409
"42003",165801.162578338
"38021",55022.484321799
"39091",746.203697015329
"40003",1568814.81584597
"39143",38766.644845962
"67009",122282.783780549
"84016",77990.851787299
"55016",686768.211945175
"71015",84998.7417212342
"48008",32219.0544591156
"107001",42370.9456198442
"63001",363504.811201227
"53005",113435.689175822
"27094",178439.898092525
"61002",340272.046076011
"54054",410387.634482279
"72011",719212.668786645
"57002",124150.167489508
"27095",67593.2341278901
"95005",213135.089809087
"96001",343470.284074806
"53013",96745.5968363767
"76009",270392.237043589
"67017",200043.870584415
"48004",26826.4366993952
"206006",0
"236007",0
"91002",3599274.63768584
"92001",822902.06414594
"95001",246445.691987039
"101003",3055.52527670151
"67018",233180.138342431
"55020",19701.3388100544
"83003",381198.247394912
"83004",410251.625467305
"83006",1060802.43203533
"78005",552116.463107426
"33025",16722.0361278514
"84006",146216.354458454
"84007",162082.07840516
"48007",28247.4623835158
"54097",5404.06371251278
"72003",261214.76619063
"203020",0
"206004",0
"79002",1934428.633385
"203028",0
"203029",0
"203033",0
"15046",36470.3645129899
"28102",199721.578581687
"15030",315873.141367385
"84005",3030256.89637728
"67028",50613.9999925669
"22008",58078.2421567301
"22003",52567.5963756559
"21002",87497.7881636163
"23013",276873.128001368
"27009",5549899.31411451
"25008",1798666.39732715
"23022",537438.885183607
"24002",107748.145403946
"24005",219914.630626865
"27058",61763.0877401376
"26011",126023.159241843
"27071",2090062.22785807
"27089",1497780.32843769
"25019",46334.9302056539
"26012",149385.626804418
"27086",230144.96786857
"27026",192411.447798735
"27029",773395.162685149
"28083",178873.107653864
"28116",61611.8821904028
"28039",25036.4877040031
"27074",30976.4663020532
"47011",128064.989915175
"33034",674418.18919265
"33039",1584037.57987728
"52003",110961.899393334
"34006",434377.721858417
"44003",50367.820738287
"36015",461405.904216326
"39012",36107.9430762618
"39017",20154.8328943219
"71011",327066.117916821
"39135",10733.750505588
"42020",30456.7061863143
"38018",60526.6479773981
"39071",5314.86432093131
"37003",61771.1768690054
"39090",141244.003618569
"37007",160102.28344171
"37009",56106.8951430006
"37021",33823.8557623939
"46013",192615.369298869
"33006",257856.201442401
"33020",373726.264099177
"33064",6703.89350355491
"48011",194527.780503736
"45003",375838.1488544
"76002",2187271.33325235
"58001",397306.673980686
"37022",37936.3214947792
"84018",1769058.37162869
"84019",190378.706568204
"78001",1642390.06467082
"54016",223205.35187741
"60010",2197776.77891552
"54058",9696.08756460074
"54090",2735.85187300636
"57007",489134.742212293
"75017",166984.261281727
"60006",233122.480507353
"50008",129360.996572985
"55003",867449.600219792
"52005",304112.914134211
"52006",251675.572082729
"54044",94070.4223752572
"54019",299867.314436721
"55009",696118.019936864
"55014",224804.038997334
"73008",177952.174861163
"72006",1551393.08925885
